SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,295 Mangels Ave,San Francisco,CA,94131,1359000,3,1.5,San Francisco,1384,2060,1959,1,982,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/295-Mangels-Ave-94131/home/1813909,San Francisco MLS,421589245,N,Y,37.7329672,-122.4441804
MLS Listing,,Condo/Co-op,3055 25th St,San Francisco,CA,94110,990000,2,1.0,San Francisco,980,1594,1937,1,1010,150,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/3055-25th-St-94110/home/55244571,San Francisco MLS,421590593,N,Y,37.750903,-122.411027
MLS Listing,,Single Family Residential,2207 12th Ave,San Francisco,CA,94116,2200000,2,1.0,San Francisco,,4351,1949,1,,,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2207-12th-Ave-94116/home/1813240,San Francisco MLS,421592071,N,Y,37.7470876,-122.4686722
MLS Listing,,Condo/Co-op,855 Folsom St #307,San Francisco,CA,94107,799000,1,1.5,San Francisco,,55687,2001,1,,694,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-307/home/22880089,San Francisco MLS,421591281,N,Y,37.7808956,-122.4019503
MLS Listing,,Condo/Co-op,355 1st St #2104,San Francisco,CA,94105,1095000,1,1.0,San Francisco,795,38571,2004,1,1377,,Active,,,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-2104/home/176344228,San Francisco MLS,421585307,N,Y,37.7868803,-122.3934978
MLS Listing,,Single Family Residential,214 Putnam St,San Francisco,CA,94110,998000,3,3.0,San Francisco,2255,1750,1996,1,443,,Active,September-10-2021 04:00 PM,September-10-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/214-Putnam-St-94110/home/1939781,San Francisco MLS,421568816,N,Y,37.7365481,-122.4111875
MLS Listing,,Single Family Residential,372 Laidley St,San Francisco,CA,94131,1895000,3,2.0,San Francisco,1744,2500,1900,1,1087,,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/372-Laidley-St-94131/home/1869399,San Francisco MLS,421592917,N,Y,37.7373558,-122.4292171
MLS Listing,,Condo/Co-op,25 Sierra St #308,San Francisco,CA,94107,995000,2,2.0,San Francisco,1050,48750,2006,1,948,,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/25-Sierra-St-94107/unit-308/home/12402484,San Francisco MLS,421591204,N,Y,37.7581766,-122.3957327
MLS Listing,,Condo/Co-op,4483 23rd St #4,San Francisco,CA,94114,1049000,2,1.0,San Francisco,924,2848,1968,1,1135,350,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/4483-23rd-St-94114/unit-4/home/17306319,San Francisco MLS,421591967,N,Y,37.7521722,-122.4422076
MLS Listing,,Condo/Co-op,425 1st St #805,SAN FRANCISCO,CA,94105,874000,1,1.0,SAN FRANCISCO,710,,2008,1,1231,1146,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-805/home/17306650,MLSListings,ML81861838,N,Y,37.785708,-122.392204
MLS Listing,,Condo/Co-op,478 10th Ave,San Francisco,CA,94118,1575000,3,2.0,San Francisco,1765,2996,1915,1,892,371,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/478-10th-Ave-94118/home/2030959,San Francisco MLS,421592747,N,Y,37.7793325,-122.4681281
MLS Listing,,Single Family Residential,319 Montcalm St,San Francisco,CA,94110,1799000,3,2.0,San Francisco,2000,2500,1900,1,900,,Active,September-9-2021 03:00 PM,September-9-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/319-Montcalm-St-94110/home/946809,San Francisco MLS,421590863,N,Y,37.7454403,-122.409672
MLS Listing,,Single Family Residential,2640 Baker St,San Francisco,CA,94123,9500000,4,4.0,San Francisco,5385,2809,1926,1,1764,,Active,September-14-2021 10:00 AM,September-14-2021 11:30 AM,http://www.redfin.com/CA/San-Francisco/2640-Baker-St-94123/home/1499148,San Francisco MLS,421591180,N,Y,37.7955085,-122.4450572
MLS Listing,,Multi-Family (2-4 Unit),55 - 57 Delmar St,San Francisco,CA,94117,2195000,5,1.0,San Francisco,2276,2000,,1,964,,Active,,,http://www.redfin.com/CA/San-Francisco/55-Delmar-St-94117/home/1739888,San Francisco MLS,421589806,N,Y,37.7681038,-122.4459146
MLS Listing,,Multi-Family (2-4 Unit),477 - 481 Duboce Ave,San Francisco,CA,94117,3898000,2,4.0,San Francisco,4428,2748,,1,880,,Active,,,http://www.redfin.com/CA/San-Francisco/477-Duboce-Ave-94117/home/1726269,San Francisco MLS,421589820,N,Y,37.7690928,-122.4308005
MLS Listing,,Single Family Residential,170 Prague St,San Francisco,CA,94112,928000,4,2.0,San Francisco,1300,2495,1928,1,714,,Active,September-11-2021 11:00 AM,September-11-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/170-Prague-St-94112/home/1922956,San Francisco MLS,421592497,N,Y,37.7195061,-122.4271002
MLS Listing,,Single Family Residential,55 Rousseau St,San Francisco,CA,94112,1688000,3,2.0,San Francisco,1935,2400,2001,1,872,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/55-Rousseau-St-94112/home/1823366,San Francisco MLS,421592333,N,Y,37.7336827,-122.4301118
MLS Listing,,Condo/Co-op,71 Ramona Ave,San Francisco,CA,94103,1349000,2,1.0,San Francisco,1251,1875,1911,1,1078,300,Active,September-9-2021 04:30 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/71-Ramona-Ave-94103/home/1940987,San Francisco MLS,421591019,N,Y,37.7669066,-122.4250793
MLS Listing,,Condo/Co-op,1425 Golden Gate Ave,San Francisco,CA,94115,2795000,4,3.0,San Francisco,2971,2618,1890,1,941,500,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1425-Golden-Gate-Ave-94115/home/1011328,San Francisco MLS,421591650,N,Y,37.7791407,-122.4341891
MLS Listing,,Condo/Co-op,733 Front St #409,San Francisco,CA,94111,1095000,1,,San Francisco,1006,20241,2007,1,1088,,Active,,,http://www.redfin.com/CA/San-Francisco/733-Front-St-94111/unit-409/home/21966926,San Francisco MLS,421591209,N,Y,37.7980575,-122.4000623
MLS Listing,,Single Family Residential,33 Bella Vista Way,San Francisco,CA,94127,1395000,3,2.0,San Francisco,,,,1,,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/33-Bella-Vista-Way-94127/home/1889852,San Francisco MLS,421590633,N,Y,37.7377303,-122.4473894
MLS Listing,,Single Family Residential,1124 Stanyan St,San Francisco,CA,94117,3995000,4,3.5,San Francisco,2925,2705,1904,1,1366,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1124-Stanyan-St-94117/home/1031589,San Francisco MLS,421583802,N,Y,37.7639461,-122.4522749
MLS Listing,,Single Family Residential,761 Noe St,San Francisco,CA,94114,1495000,2,1.0,San Francisco,,1258,1941,1,,,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/761-Noe-St-94114/home/1212597,San Francisco MLS,421590257,N,Y,37.7567744,-122.4321747
MLS Listing,,Condo/Co-op,3177 California St,San Francisco,CA,94115,1195000,3,2.0,San Francisco,1073,3255,,1,1114,365,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/3177-California-St-94115/home/99788196,San Francisco MLS,421582186,N,Y,37.7870586,-122.4463384
MLS Listing,,Condo/Co-op,622 Peralta Ave,San Francisco,CA,94110,899000,2,1.0,San Francisco,844,1750,1965,1,1065,300,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/622-Peralta-Ave-94110/home/40629233,San Francisco MLS,421587534,N,Y,37.742815,-122.408932
MLS Listing,,Single Family Residential,160 Sea Cliff Ave,San Francisco,CA,94121,15950000,5,5.0,San Francisco,5930,7967,1915,1,2690,,Active,,,http://www.redfin.com/CA/San-Francisco/160-Sea-Cliff-Ave-94121/home/1948666,San Francisco MLS,421582533,N,Y,37.788922,-122.4874546
MLS Listing,,Condo/Co-op,2222 Hyde St #4,San Francisco,CA,94109,4595000,3,3.0,San Francisco,2775,3136,1920,1,1656,2468,Active,,,http://www.redfin.com/CA/San-Francisco/2222-Hyde-St-94109/unit-4/home/12400344,San Francisco MLS,421583273,N,Y,37.8014016,-122.4193581
MLS Listing,,Condo/Co-op,840 Clipper Ter,San Francisco,CA,94114,1427000,1,2.0,San Francisco,1762,2685,1908,1,810,239,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/840-Clipper-Ter-94114/home/866935,San Francisco MLS,421560878,N,Y,37.7482092,-122.4429324
MLS Listing,,Single Family Residential,21 Vasquez Ave,San Francisco,CA,94127,1739000,2,2.0,San Francisco,1628,3998,1924,1,1068,,Active,September-11-2021 10:00 AM,September-11-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/21-Vasquez-Ave-94127/home/1574668,San Francisco MLS,421592058,N,Y,37.7461272,-122.457284
MLS Listing,,Condo/Co-op,1177 California #722,San Francisco,CA,94108,648000,0,1.0,San Francisco,535,,1978,1,1211,1019,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-722/home/548311,San Francisco MLS,421592597,N,Y,37.7913209,-122.4137552
MLS Listing,,Condo/Co-op,850 Powell St #101,San Francisco,CA,94108,924000,2,1.0,San Francisco,1063,,,1,869,1084,Active,,,http://www.redfin.com/CA/San-Francisco/850-Powell-St-94108/unit-101/home/550342,San Francisco MLS,421592448,N,Y,37.7928654,-122.408964
MLS Listing,,Single Family Residential,2663 Alemany Blvd,San Francisco,CA,94112,1200000,0,,San Francisco,1782,2684,1970,1,673,,Active,September-12-2021 11:30 AM,September-12-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/2663-Alemany-Blvd-94112/home/1123799,San Francisco MLS,421592870,N,Y,37.714022,-122.4481411
MLS Listing,,Condo/Co-op,201 Harrison St #402,San Francisco,CA,94105,525000,0,1.0,San Francisco,432,38449,,1,1215,658,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-402/home/727619,San Francisco MLS,421584948,N,Y,37.7874798,-122.3905769
MLS Listing,,Condo/Co-op,555 4th St #312,SAN FRANCISCO,CA,94107,749500,1,1.0,SAN FRANCISCO,694,,2006,1,1080,622,Active,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-312/home/12402564,MLSListings,ML81861803,N,Y,37.7793967,-122.3967727
MLS Listing,,Single Family Residential,340 Munich St,San Francisco,CA,94112,950000,3,1.5,San Francisco,1000,2500,1895,1,950,,Active,September-11-2021 12:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/340-Munich-St-94112/home/2032196,San Francisco MLS,421592763,N,Y,37.7202419,-122.4275802
MLS Listing,,Condo/Co-op,153 Summit Way,San Francisco,CA,94132,1695000,3,2.5,San Francisco,2125,1424,,1,798,312,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/153-Summit-Way-94132/home/109315232,San Francisco MLS,421591594,N,Y,37.7152595,-122.4759358
MLS Listing,,Condo/Co-op,1872 Fell St,San Francisco,CA,94117,1795000,3,3.0,San Francisco,1855,3432,1900,1,968,288,Active,September-9-2021 05:00 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/1872-Fell-St-94117/home/17306575,San Francisco MLS,421583119,N,Y,37.772941,-122.448679
MLS Listing,,Single Family Residential,115 Sagamore St,San Francisco,CA,94112,889000,3,1.0,San Francisco,1500,3897,1904,1,593,,Active,,,http://www.redfin.com/CA/San-Francisco/115-Sagamore-St-94112/home/832869,San Francisco MLS,421592761,N,Y,37.7112013,-122.4566979
MLS Listing,,Condo/Co-op,855 La Playa #351,SAN FRANCISCO,CA,94121,899000,2,2.0,SAN FRANCISCO,1127,,1982,1,798,807,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/855-La-Playa-St-94121/unit-351/home/1393805,MLSListings,ML81861770,N,Y,37.7722402,-122.5101792
MLS Listing,,Multi-Family (2-4 Unit),121 - 129 Sagamore St,San Francisco,CA,94112,2388000,9,3.0,San Francisco,2988,16132,1900,1,799,,Active,,,http://www.redfin.com/CA/San-Francisco/121-Sagamore-St-94112/home/1802823,San Francisco MLS,421592745,N,Y,37.7111101,-122.456984
MLS Listing,,Condo/Co-op,79 Chattanooga St,San Francisco,CA,94114,2595000,3,3.5,San Francisco,2102,3750,,1,1235,285,Active,September-11-2021 10:00 AM,September-11-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/79-Chattanooga-St-94114/home/1791432,San Francisco MLS,421592718,N,Y,37.7553796,-122.4265766
MLS Listing,,Multi-Family (5+ Unit),211 - 219 Sanchez St,San Francisco,CA,94114,3250000,8,4.0,San Francisco,6570,3746,1905,1,495,,Active,,,http://www.redfin.com/CA/San-Francisco/211-Sanchez-St-94114/home/1073538,San Francisco MLS,421592573,N,Y,37.7655237,-122.4306307
MLS Listing,,Condo/Co-op,325 China Basin St #417,San Francisco,CA,94158,1649000,2,2.0,San Francisco,1391,58215,2008,1,1185,1051,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/325-China-Basin-St-94158/unit-417/home/21966141,San Francisco MLS,421581999,N,Y,37.7719487,-122.3875674
MLS Listing,,Single Family Residential,1061 Florida St,San Francisco,CA,94110,2195000,3,2.0,San Francisco,2412,2600,,1,910,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1061-Florida-St-94110/home/1510589,San Francisco MLS,421592671,N,Y,37.7549303,-122.4101511
MLS Listing,,Single Family Residential,79 28th St,San Francisco,CA,94110,2495000,3,3.0,San Francisco,,2931,1906,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/79-28th-St-94110/home/1972056,San Francisco MLS,421576138,N,Y,37.745233,-122.423846
MLS Listing,,Condo/Co-op,2829 25th St #4,San Francisco,CA,94110,2449000,3,3.5,San Francisco,1975,,1900,1,1240,682,Active,,,http://www.redfin.com/CA/San-Francisco/2829-25th-St-94110/unit-4/home/173396725,San Francisco MLS,421592688,N,Y,37.7510579,-122.4067261
MLS Listing,,Condo/Co-op,2829 25th St #3,San Francisco,CA,94110,1495000,3,2.5,San Francisco,1464,,1900,1,1021,542,Active,,,http://www.redfin.com/CA/San-Francisco/2829-25th-St-94110/unit-3/home/173284075,San Francisco MLS,421592687,N,Y,37.7510579,-122.4067261
MLS Listing,,Condo/Co-op,555 Bartlett St #308,San Francisco,CA,94110,1195000,2,2.0,San Francisco,,30646,,1,,544,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/555-Bartlett-St-94110/unit-308/home/40143351,San Francisco MLS,421590537,N,Y,37.7483643,-122.4191025
MLS Listing,,Single Family Residential,71 Los Palmos Dr,San Francisco,CA,94127,1349000,3,1.5,San Francisco,1415,2208,1955,1,953,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/71-Los-Palmos-Dr-94127/home/694392,San Francisco MLS,421591058,N,Y,37.7348467,-122.4474337
MLS Listing,,Multi-Family (2-4 Unit),134 - 136 Hartford St,San Francisco,CA,94114,895000,2,2.0,San Francisco,2000,3497,1900,1,448,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/134-Hartford-St-94114/unit-136/home/1470676,San Francisco MLS,421592449,N,Y,37.7603038,-122.4341537
MLS Listing,,Condo/Co-op,1268 Lombard St #2,San Francisco,CA,94109,3299000,3,2.0,San Francisco,,4261,2013,1,,646,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1268-Lombard-St-94109/unit-2/home/52208350,San Francisco MLS,421592128,N,Y,37.8018501,-122.4224317
MLS Listing,,Condo/Co-op,3234 Washington St #2,San Francisco,CA,94115,799000,1,1.0,San Francisco,732,3863,1970,1,1092,362,Active,September-9-2021 04:30 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/3234-Washington-St-94115/unit-2/home/12110590,San Francisco MLS,421589059,N,Y,37.7913954,-122.4360307
MLS Listing,,Single Family Residential,161 Concord St,San Francisco,CA,94112,1088000,3,2.0,San Francisco,1302,2996,1926,1,836,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/161-Concord-St-94112/home/1328138,San Francisco MLS,421592613,N,Y,37.7114187,-122.4421898
MLS Listing,,Condo/Co-op,631 Ofarrell St #1510,San Francisco,CA,94109,449000,0,1.0,San Francisco,520,,,1,863,759,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/631-O-Farrell-St-94109/unit-1510/home/1144939,San Francisco MLS,421590261,N,Y,37.7852037,-122.4151808
MLS Listing,,Multi-Family (2-4 Unit),527 - 529 3rd Ave,San Francisco,CA,94118,1299000,4,2.0,San Francisco,2500,4077,1906,1,520,,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/527-3rd-Ave-94118/home/981171,San Francisco MLS,421591923,N,Y,37.7786239,-122.4612168
MLS Listing,,Condo/Co-op,25 Hotaling Pl Unit E,San Francisco,CA,94111,1350000,2,1.5,San Francisco,1072,5156,1900,1,1259,469,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/25-Hotaling-Pl-94111/unit-E/home/28938970,San Francisco MLS,421592491,N,Y,37.7958317,-122.4029214
MLS Listing,,Single Family Residential,1470 23rd Ave,San Francisco,CA,94122,1298000,3,1.0,San Francisco,1470,2996,1923,1,883,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1470-23rd-Ave-94122/home/1992489,San Francisco MLS,421592553,N,Y,37.7602286,-122.4809879
MLS Listing,,Condo/Co-op,276 21st Ave,San Francisco,CA,94121,1695000,4,2.0,San Francisco,1900,3000,1922,1,892,280,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/276-21st-Ave-94121/home/607333,San Francisco MLS,421561159,N,Y,37.782718,-122.480297
MLS Listing,,Condo/Co-op,605 Baker St Unit B,San Francisco,CA,94117,1198000,2,2.0,San Francisco,1010,3852,1900,1,1186,337,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/605-Baker-St-94117/unit-B/home/12354400,San Francisco MLS,421592574,N,Y,37.7765622,-122.4417741
MLS Listing,,Condo/Co-op,2812 19th St,San Francisco,CA,94110,1850000,3,3.0,San Francisco,1820,1875,1900,1,1016,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2812-19th-St-94110/home/859797,San Francisco MLS,421587873,N,Y,37.7606273,-122.410462
MLS Listing,,Single Family Residential,98 Anderson St,San Francisco,CA,94110,2795000,4,3.5,San Francisco,2345,1750,1909,1,1192,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/98-Anderson-St-94110/home/2019570,San Francisco MLS,421592532,N,Y,37.7416929,-122.4152027
MLS Listing,,Single Family Residential,1482 29th Ave,San Francisco,CA,94122,1599000,4,1.0,San Francisco,2045,2495,1931,1,782,,Active,,,http://www.redfin.com/CA/San-Francisco/1482-29th-Ave-94122/home/2027023,San Francisco MLS,421585843,N,Y,37.7597356,-122.4873009
MLS Listing,,Condo/Co-op,1635 Lombard St,San Francisco,CA,94123,1799000,3,2.5,San Francisco,1509,1488,,1,1192,354,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1635-Lombard-St-94123/home/11743012,San Francisco MLS,421588988,N,Y,37.8006158,-122.4283533
MLS Listing,,Condo/Co-op,1921 Jefferson St #107,San Francisco,CA,94123,1130000,2,2.0,Marina,826,,1991,1,1368,566,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1921-Jefferson-St-94123/unit-107/home/1050567,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40966214,N,Y,37.8044607,-122.4440256
MLS Listing,,Single Family Residential,449 Prentiss St,San Francisco,CA,94110,1450000,2,2.0,San Francisco,1639,1750,1900,1,885,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/449-Prentiss-St-94110/home/1583519,San Francisco MLS,421592531,N,Y,37.7375934,-122.4120282
MLS Listing,,Condo/Co-op,338 Potrero Ave #304,San Francisco,CA,94103,354457,2,2.0,San Francisco,832,11250,2016,1,426,686,Active,,,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-304/home/144017334,San Francisco MLS,421592477,N,Y,37.7651556,-122.4077002
MLS Listing,,Condo/Co-op,419 Laguna St #2,San Francisco,CA,94102,1495000,2,1.5,San Francisco,1300,2125,1895,1,1150,385,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/419-Laguna-St-94102/unit-2/home/872641,San Francisco MLS,421564086,N,Y,37.7751652,-122.4262814
MLS Listing,,Condo/Co-op,435 China Basin St #540,San Francisco,CA,94158,1350000,2,,San Francisco,1124,122891,2012,1,1201,763,Active,,,http://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-540/home/40629359,San Francisco MLS,421592521,N,Y,37.7719225,-122.3885494
MLS Listing,,Condo/Co-op,201 Folsom St Unit 34B,San Francisco,CA,94105,5388000,4,3.0,San Francisco,2683,75406,2016,1,2008,1480,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-34B/home/144064155,San Francisco MLS,421591398,N,Y,37.7887059,-122.3922385
MLS Listing,,Condo/Co-op,156 Lombard St #29,San Francisco,CA,94111,1098000,2,2.5,San Francisco,1274,94533,1975,1,862,1306,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/156-Lombard-St-94111/unit-29/home/1914414,San Francisco MLS,421592196,N,Y,37.80445,-122.404178
MLS Listing,,Condo/Co-op,1352 Mcallister St,San Francisco,CA,94115,1350000,3,1.0,San Francisco,1476,3712,1905,1,915,350,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1352-McAllister-St-94115/home/854216,San Francisco MLS,421588611,N,Y,37.778594,-122.434312
MLS Listing,,Single Family Residential,565 Bowdoin St,San Francisco,CA,94134,1098000,5,2.0,San Francisco,2629,3358,1938,1,418,,Active,September-11-2021 12:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/565-Bowdoin-St-94134/home/1752156,San Francisco MLS,421592401,N,Y,37.7286681,-122.4114972
MLS Listing,,Single Family Residential,612 Lisbon St,San Francisco,CA,94112,1158000,3,3.0,San Francisco,1800,3746,1908,1,643,,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/612-Lisbon-St-94112/home/790360,San Francisco MLS,421592050,N,Y,37.7187649,-122.4363506
MLS Listing,,Single Family Residential,4201 Ocean Ave,San Francisco,CA,94132,1325000,3,2.0,San Francisco,1660,3114,1950,1,798,,Active,,,http://www.redfin.com/CA/San-Francisco/4201-Ocean-Ave-94132/home/1038087,San Francisco MLS,421592472,N,Y,37.7319526,-122.4890685
MLS Listing,,Condo/Co-op,181 Fremont St Unit 58A,San Francisco,CA,94105,4900000,2,2.5,San Francisco,1926,,2018,1,2544,2935,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-58A/home/167299439,San Francisco MLS,421585534,N,Y,37.7898082,-122.3953565
MLS Listing,,Condo/Co-op,1600 Lyon St,San Francisco,CA,94115,1995000,3,3.0,San Francisco,2127,2500,1898,1,938,244,Active,September-9-2021 04:00 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/1600-Lyon-St-94115/home/176340437,San Francisco MLS,421583389,N,Y,37.7857786,-122.4449
MLS Listing,,Condo/Co-op,2894 Bush St,San Francisco,CA,94115,2595000,4,3.0,San Francisco,2945,2500,1898,1,881,29,Active,September-9-2021 04:00 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/2894-Bush-St-94115/home/590689,San Francisco MLS,421583387,N,Y,37.785708,-122.4448814
MLS Listing,,Single Family Residential,52 Maynard St,San Francisco,CA,94112,1275000,4,3.0,San Francisco,2064,2949,1979,1,618,,Active,,,http://www.redfin.com/CA/San-Francisco/52-Maynard-St-94112/home/1397135,San Francisco MLS,421591805,N,Y,37.7290711,-122.4294203
MLS Listing,,Single Family Residential,270 28th Ave,San Francisco,CA,94121,3295000,3,2.5,San Francisco,2454,2996,1919,1,1343,,Active,,,http://www.redfin.com/CA/San-Francisco/270-28th-Ave-94121/home/1964108,San Francisco MLS,421584045,N,Y,37.7843223,-122.4879518
MLS Listing,,Condo/Co-op,1 Daniel Burnham Ct #605,San Francisco,CA,94109,799000,1,1.0,San Francisco,825,46157,1988,1,968,898,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-605/home/1374879,San Francisco MLS,421591660,N,Y,37.786783,-122.4219061
MLS Listing,,Condo/Co-op,2 Beaver St,San Francisco,CA,94114,1595000,3,2.0,San Francisco,1397,1249,1906,1,1142,375,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2-Beaver-St-94114/home/21622816,San Francisco MLS,421592433,N,Y,37.7651315,-122.4335638
MLS Listing,,Condo/Co-op,300 Valley St #5,San Francisco,CA,94131,1995000,2,2.0,San Francisco,2147,11103,1999,1,929,715,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/300-Valley-St-94131/unit-5/home/2009315,San Francisco MLS,421585454,N,Y,37.7445131,-122.4294049
MLS Listing,,Condo/Co-op,543 Lombard St,San Francisco,CA,94133,1800000,3,2.0,San Francisco,1550,1388,1925,1,1161,,Active,September-10-2021 12:00 PM,September-10-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/543-Lombard-St-94133/home/1553907,San Francisco MLS,421591588,N,Y,37.8029631,-122.4104255
